Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
489875,21479,WHITE SKULL HOT WATER BOTTLE ,1,2/12/2009 15:41,3.75,17841,United Kingdom
489875,21327,SKULLS WRITING SET ,1,2/12/2009 15:41,1.65,17841,United Kingdom
489875,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2/12/2009 15:41,3.75,17841,United Kingdom
489875,85175,CACTI T-LIGHT CANDLES,16,2/12/2009 15:41,0.42,17841,United Kingdom
489875,21181,PLEASE ONE PERSON  METAL SIGN,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,21174,POTTERING IN THE SHED METAL SIGN,1,2/12/2009 15:41,1.95,17841,United Kingdom
489875,85112,S/3 TEAR DROP CUT GLASS DECORATION,3,2/12/2009 15:41,1.25,17841,United Kingdom
489875,20729,RED SPOTTY CANDY BAG,2,2/12/2009 15:41,1.25,17841,United Kingdom
489875,21930,JUMBO STORAGE BAG SKULLS,3,2/12/2009 15:41,1.95,17841,United Kingdom
489875,79190B,RETRO PLASTIC POLKA TRAY,4,2/12/2009 15:41,0.42,17841,United Kingdom
489875,85049E,SCANDINAVIAN REDS RIBBONS,1,2/12/2009 15:41,1.25,17841,United Kingdom
489875,21155,RED SPOTTY PEG BAG,2,2/12/2009 15:41,2.1,17841,United Kingdom
489875,47591C,BLUE FAIRY CAKE CHILD'S APRON,1,2/12/2009 15:41,1.95,17841,United Kingdom
489875,84912B,GREEN ROSE WASHBAG,1,2/12/2009 15:41,3.75,17841,United Kingdom
489875,20783,HEART EAR MUFF HEADPHONES,3,2/12/2009 15:41,5.49,17841,United Kingdom
489875,21870,I CAN ONLY PLEASE ONE PERSON MUG,2,2/12/2009 15:41,1.25,17841,United Kingdom
489875,21557,SET OF 6 FUNKY BEAKERS,1,2/12/2009 15:41,2.95,17841,United Kingdom
489875,21247,SET OF RED SALAD SERVERS ,1,2/12/2009 15:41,1.49,17841,United Kingdom
489875,20780,BLACK EAR MUFF HEADPHONES,2,2/12/2009 15:41,5.49,17841,United Kingdom
489875,84029C,BROWN FURRY HOT WATER BOTTLE,3,2/12/2009 15:41,3.75,17841,United Kingdom
489875,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,4,2/12/2009 15:41,0.42,17841,United Kingdom
489875,21267,VINTAGE PINK TINSEL REEL ,2,2/12/2009 15:41,2.1,17841,United Kingdom
489875,85031C,CURIOUS IMAGES SCRAP BOOK SET,1,2/12/2009 15:41,4.95,17841,United Kingdom
489875,85031A,ROMANTIC IMAGES SCRAP BOOK SET,1,2/12/2009 15:41,4.95,17841,United Kingdom
489875,21622,VINTAGE UNION JACK CUSHION COVER,4,2/12/2009 15:41,4.95,17841,United Kingdom
489875,82553,POP'S GREASY SPOON METAL SIGN,1,2/12/2009 15:41,1.65,17841,United Kingdom
489875,21412,VINTAGE GOLD TINSEL REEL,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,21490,SET OF THREE 50'S GIFT WRAPS ,4,2/12/2009 15:41,1.95,17841,United Kingdom
489875,21944,KITTENS DESIGN FLANNEL,12,2/12/2009 15:41,0.85,17841,United Kingdom
489875,84968C,S/16 VINTAGE PISTACHIO CUTLERY,1,2/12/2009 15:41,12.75,17841,United Kingdom
489875,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2/12/2009 15:41,2.95,17841,United Kingdom
489875,37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",1,2/12/2009 15:41,3.75,17841,United Kingdom
489875,46000M,POLYESTER FILLER PAD 45x45cm,4,2/12/2009 15:41,1.55,17841,United Kingdom
489875,21385,IVORY HANGING DECORATION  HEART,2,2/12/2009 15:41,0.85,17841,United Kingdom
489875,21622,VINTAGE UNION JACK CUSHION COVER,3,2/12/2009 15:41,4.95,17841,United Kingdom
489875,85025C,PINK HEART SHAPE PHOTO FRAME,2,2/12/2009 15:41,1.65,17841,United Kingdom
489875,37464,ROBOT MUG IN DISPLAY BOX,1,2/12/2009 15:41,1.25,17841,United Kingdom
489875,84340,LARGE FIBRE OPTIC CHRISTMAS TREE,3,2/12/2009 15:41,2.55,17841,United Kingdom
489875,35914,PINK CHICK EGG WARMER + EGG CUP,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,35911A,MULTICOLOUR RABBIT EGG WARMER,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,1,2/12/2009 15:41,2.95,17841,United Kingdom
489875,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2/12/2009 15:41,7.95,17841,United Kingdom
489875,82011B,BATHROOM SCALES RUBBER DUCKS,1,2/12/2009 15:41,3.75,17841,United Kingdom
489875,85232B,SET/3 RUSSIAN DOLL STACKING TINS,1,2/12/2009 15:41,4.95,17841,United Kingdom
489875,21034,REX CASH+CARRY JUMBO SHOPPER,2,2/12/2009 15:41,0.95,17841,United Kingdom
489875,21865,PINK UNION JACK  PASSPORT COVER ,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,21864,UNION JACK FLAG PASSPORT COVER ,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,1,2/12/2009 15:41,1.95,17841,United Kingdom
489875,35603C,SET/16 WHITE SHINY & MATT BAUBLES,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,20622,VIPPASSPORT COVER ,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,20619,TROPICAL PASSPORT COVER ,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,20618,QUEEN OF THE SKIES PASSPORT COVER ,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,22125,UNION JACK HOT WATER BOTTLE ,1,2/12/2009 15:41,5.95,17841,United Kingdom
489875,21865,PINK UNION JACK  PASSPORT COVER ,1,2/12/2009 15:41,2.1,17841,United Kingdom
489875,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,2,2/12/2009 15:41,3.75,17841,United Kingdom
489875,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,1,2/12/2009 15:41,3.75,17841,United Kingdom
489875,85185B,PINK HORSE SOCK PUPPET,1,2/12/2009 15:41,2.95,17841,United Kingdom
489875,21098,CHRISTMAS TOILET ROLL,1,2/12/2009 15:41,1.25,17841,United Kingdom
489875,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,1,2/12/2009 15:41,2.95,17841,United Kingdom
489875,21353,SILVER SLEIGHBELL  WREATH,1,2/12/2009 15:41,7.95,17841,United Kingdom
489875,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2/12/2009 15:41,2.95,17841,United Kingdom
489875,20934,SET/3 POT PLANT CANDLES,1,2/12/2009 15:41,5.45,17841,United Kingdom
489875,85174,S/4 CACTI CANDLES,1,2/12/2009 15:41,4.95,17841,United Kingdom
489875,35599B,BLACK CHRISTMAS TREE 120CM,1,2/12/2009 15:41,8.49,17841,United Kingdom
489875,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,2,2/12/2009 15:41,2.95,17841,United Kingdom
489875,35400,WOODEN BOX ADVENT CALENDAR ,1,2/12/2009 15:41,8.95,17841,United Kingdom
489877,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,12,2/12/2009 15:44,2.95,13089,United Kingdom
489877,22297,HEART IVORY TRELLIS SMALL,24,2/12/2009 15:44,1.25,13089,United Kingdom
489877,84949,SILVER HANGING T-LIGHT HOLDER,96,2/12/2009 15:44,1.45,13089,United Kingdom
489877,79323W, WHITE CHERRY LIGHTS,30,2/12/2009 15:44,5.45,13089,United Kingdom
489876,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2/12/2009 15:44,1.95,15917,United Kingdom
489876,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,1,2/12/2009 15:44,1.45,15917,United Kingdom
489876,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,1,2/12/2009 15:44,2.1,15917,United Kingdom
489876,21440,12 MINI TOADSTOOL PEGS,1,2/12/2009 15:44,1.25,15917,United Kingdom
489876,22315,200 RED + WHITE BENDY STRAWS,1,2/12/2009 15:44,1.25,15917,United Kingdom
489876,20960,WATERMELON BATH SPONGE,1,2/12/2009 15:44,1.25,15917,United Kingdom
489876,20966,SANDWICH BATH SPONGE,1,2/12/2009 15:44,1.25,15917,United Kingdom
489876,21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,1,2/12/2009 15:44,4.95,15917,United Kingdom
489876,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,2/12/2009 15:44,2.55,15917,United Kingdom
489876,22260,FELT EGG COSY BLUE RABBIT ,2,2/12/2009 15:44,0.85,15917,United Kingdom
489876,22107,PIZZA PLATE IN BOX,1,2/12/2009 15:44,3.75,15917,United Kingdom
489876,21529,RETRO SPOT CERAMIC TOASTRACK,1,2/12/2009 15:44,3.45,15917,United Kingdom
489876,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2/12/2009 15:44,1.25,15917,United Kingdom
489876,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,2/12/2009 15:44,1.25,15917,United Kingdom
489876,22255,FELT TOADSTOOL  SMALL,3,2/12/2009 15:44,0.85,15917,United Kingdom
489876,22254,FELT TOADSTOOL LARGE,2,2/12/2009 15:44,1.25,15917,United Kingdom
489876,21484,CHICK GREY HOT WATER BOTTLE,1,2/12/2009 15:44,3.45,15917,United Kingdom
489876,85099B,JUMBO BAG RED WHITE SPOTTY ,1,2/12/2009 15:44,1.95,15917,United Kingdom
489878,22150, 3 STRIPEY MICE FELTCRAFT,1,2/12/2009 15:51,1.95,15989,United Kingdom
489878,21832,CHOCOLATE CALCULATOR,1,2/12/2009 15:51,1.65,15989,United Kingdom
489878,85211,S/4 GROOVY CAT MAGNETS,1,2/12/2009 15:51,1.65,15989,United Kingdom
489878,20966,SANDWICH BATH SPONGE,1,2/12/2009 15:51,1.25,15989,United Kingdom
489878,37327,ASSTD MULTICOLOUR CIRCLES MUG,2,2/12/2009 15:51,1.69,15989,United Kingdom
489878,37327,ASSTD MULTICOLOUR CIRCLES MUG,1,2/12/2009 15:51,1.69,15989,United Kingdom
489878,84875A,PINK SQUARE COMPACT MIRROR,1,2/12/2009 15:51,3.75,15989,United Kingdom
489878,21556,CERAMIC STRAWBERRY MONEY BOX,1,2/12/2009 15:51,2.55,15989,United Kingdom
489878,20887,BOX OF 6 PEBBLE CANDLES,2,2/12/2009 15:51,3.45,15989,United Kingdom
489878,85047,WHITE BEADED GARLAND STRING 20LIGHT,1,2/12/2009 15:51,6.35,15989,United Kingdom
489878,22109,FULL ENGLISH BREAKFAST PLATE,1,2/12/2009 15:51,3.75,15989,United Kingdom
489878,35821P,"JEWELLED DECORATION,PINK",1,2/12/2009 15:51,2.95,15989,United Kingdom
489878,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2/12/2009 15:51,2.95,15989,United Kingdom
489878,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,2/12/2009 15:51,1.25,15989,United Kingdom
489878,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,2/12/2009 15:51,1.65,15989,United Kingdom
489878,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,1,2/12/2009 15:51,2.95,15989,United Kingdom
489878,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,2/12/2009 15:51,2.95,15989,United Kingdom
489878,62018,SOMBRERO ,3,2/12/2009 15:51,1.95,15989,United Kingdom
489878,22080,RIBBON REEL SPOTS DESIGN ,1,2/12/2009 15:51,1.65,15989,United Kingdom
489878,22175,PINK OWL SOFT TOY,1,2/12/2009 15:51,2.95,15989,United Kingdom
489878,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2/12/2009 15:51,2.1,15989,United Kingdom
489878,20753,RETRO PINK SPOT WASHING UP GLOVES,2,2/12/2009 15:51,2.1,15989,United Kingdom
489878,20692,FLORAL ELEPHANT SOFT TOY,1,2/12/2009 15:51,4.25,15989,United Kingdom
489878,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2/12/2009 15:51,9.95,15989,United Kingdom
489878,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1,2/12/2009 15:51,9.95,15989,United Kingdom
489878,72756,FAIRY CAKE CANDLES,9,2/12/2009 15:51,1.49,15989,United Kingdom
489878,21166,COOK WITH WINE METAL SIGN ,2,2/12/2009 15:51,1.95,15989,United Kingdom
489878,90129C,GREEN GLASS TASSLE BAG CHARM,2,2/12/2009 15:51,2.95,15989,United Kingdom
489878,35653,VINTAGE BEAD NOTEBOOK,1,2/12/2009 15:51,2.95,15989,United Kingdom
489878,22176,BLUE OWL SOFT TOY,1,2/12/2009 15:51,2.95,15989,United Kingdom
489878,21165,BEWARE OF THE CAT METAL SIGN ,1,2/12/2009 15:51,1.69,15989,United Kingdom
489878,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2/12/2009 15:51,2.95,15989,United Kingdom
489878,37461,FUNKY MONKEY MUG,1,2/12/2009 15:51,1.25,15989,United Kingdom
489878,22254,FELT TOADSTOOL LARGE,1,2/12/2009 15:51,1.25,15989,United Kingdom
489878,84507B,STRIPES DESIGN MONKEY DOLL,1,2/12/2009 15:51,2.55,15989,United Kingdom
489878,20988,TRELLIS FLOWER CHOPSTICKS SET/5,1,2/12/2009 15:51,1.95,15989,United Kingdom
489878,84934,ASSTD DESIGN POP ART SLIM PEN,4,2/12/2009 15:51,0.85,15989,United Kingdom
489878,84572,6 HOOK JEWEL STAND LILAC DRESS,1,2/12/2009 15:51,8.49,15989,United Kingdom
489879,21353,SILVER SLEIGHBELL  WREATH,1,2/12/2009 16:02,7.95,17660,United Kingdom
489879,17084N,FAIRY DREAMS INCENSE ,50,2/12/2009 16:02,0.21,17660,United Kingdom
489879,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,1,2/12/2009 16:02,2.95,17660,United Kingdom
489879,21011,GLITTER SNOW PEAR TREE DECORATION,2,2/12/2009 16:02,1.45,17660,United Kingdom
489879,21582,KINGS CHOICE SMALL TUBE MATCHES,1,2/12/2009 16:02,1.65,17660,United Kingdom
489879,20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,3,2/12/2009 16:02,1.25,17660,United Kingdom
489879,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,1,2/12/2009 16:02,5.95,17660,United Kingdom
489879,85150,LADIES & GENTLEMEN METAL SIGN,1,2/12/2009 16:02,2.55,17660,United Kingdom
489879,22095,LADS ONLY TISSUE BOX,1,2/12/2009 16:02,1.25,17660,United Kingdom
489879,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2/12/2009 16:02,2.95,17660,United Kingdom
489879,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,2/12/2009 16:02,3.75,17660,United Kingdom
489879,47569,ENGLISH ROSE DESIGN SHOPPING BAG,1,2/12/2009 16:02,2.55,17660,United Kingdom
489879,82615,PINK MARSHMALLOW SCARF KNITTING KIT,1,2/12/2009 16:02,2.95,17660,United Kingdom
489879,21544,SKULLS  WATER TRANSFER TATTOOS ,1,2/12/2009 16:02,0.85,17660,United Kingdom
489879,22297,HEART IVORY TRELLIS SMALL,2,2/12/2009 16:02,1.25,17660,United Kingdom
489879,22294,HEART FILIGREE DOVE  SMALL,2,2/12/2009 16:02,1.25,17660,United Kingdom
489879,22296,HEART IVORY TRELLIS LARGE,5,2/12/2009 16:02,1.65,17660,United Kingdom
489879,21172,PARTY METAL SIGN ,1,2/12/2009 16:02,1.45,17660,United Kingdom
489879,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2/12/2009 16:02,1.25,17660,United Kingdom
489879,85049A,TRADITIONAL CHRISTMAS RIBBONS,3,2/12/2009 16:02,1.25,17660,United Kingdom
489879,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2/12/2009 16:02,3.75,17660,United Kingdom
489879,21482,MUSHROOM BLUE HOT WATER BOTTLE,1,2/12/2009 16:02,2.95,17660,United Kingdom
489879,22113,GREY HEART HOT WATER BOTTLE,1,2/12/2009 16:02,3.45,17660,United Kingdom
489879,22122,SET OF 2 FANCY FONT TEA TOWELS,1,2/12/2009 16:02,2.95,17660,United Kingdom
489879,21839,MUMMY MOUSE RED GINGHAM RIBBON,1,2/12/2009 16:02,5.45,17660,United Kingdom
489879,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2/12/2009 16:02,1.95,17660,United Kingdom
489879,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2,2/12/2009 16:02,2.1,17660,United Kingdom
489879,17084G,MOON INCENSE,25,2/12/2009 16:02,0.21,17660,United Kingdom
489879,21832,CHOCOLATE CALCULATOR,3,2/12/2009 16:02,1.65,17660,United Kingdom
489879,10080,GROOVY CACTUS INFLATABLE,1,2/12/2009 16:02,0.85,17660,United Kingdom
489879,21846,PINK DIAMANTE PEN IN GIFT BOX,1,2/12/2009 16:02,4.95,17660,United Kingdom
489879,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,2/12/2009 16:02,4.95,17660,United Kingdom
489879,21851,LILAC DIAMANTE PEN IN GIFT BOX,3,2/12/2009 16:02,4.95,17660,United Kingdom
489879,20974,12 PENCILS SMALL TUBE SKULL,1,2/12/2009 16:02,0.65,17660,United Kingdom
489879,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1,2/12/2009 16:02,2.1,17660,United Kingdom
489879,21034,REX CASH+CARRY JUMBO SHOPPER,1,2/12/2009 16:02,0.95,17660,United Kingdom
489879,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,1,2/12/2009 16:02,0.65,17660,United Kingdom
489879,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2/12/2009 16:02,0.42,17660,United Kingdom
489879,21864,UNION JACK FLAG PASSPORT COVER ,1,2/12/2009 16:02,2.1,17660,United Kingdom
489879,21866,UNION JACK FLAG LUGGAGE TAG,1,2/12/2009 16:02,1.25,17660,United Kingdom
489879,84854,GIRLY PINK TOOL SET,1,2/12/2009 16:02,4.95,17660,United Kingdom
489879,20828,GLITTER BUTTERFLY CLIPS,2,2/12/2009 16:02,2.55,17660,United Kingdom
489879,20829,GLITTER HANGING BUTTERFLY STRING,5,2/12/2009 16:02,2.1,17660,United Kingdom
489879,20865,PATCHWORK PENCIL CASE BUTTERFLY ,1,2/12/2009 16:02,2.1,17660,United Kingdom
489880,20871,OPULENT VELVET SET/3 CANDLES,18,2/12/2009 16:18,1.25,13313,United Kingdom
489880,21118,SHOPPING BAG DOORSTOP,15,2/12/2009 16:18,1.25,13313,United Kingdom
489880,35751D,PINK CURRENT CANDLE RING,28,2/12/2009 16:18,0.19,13313,United Kingdom
489880,35968,FOLK ART METAL HEART T-LIGHT HOLDER,48,2/12/2009 16:18,0.38,13313,United Kingdom
489880,72038P,PRICE'S CANDLE PEACH,200,2/12/2009 16:18,0.08,13313,United Kingdom
489880,72750A,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",8,2/12/2009 16:18,1.95,13313,United Kingdom
489880,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,24,2/12/2009 16:18,1.25,13313,United Kingdom
489880,35015,JACOBS LADDER SMALL,72,2/12/2009 16:18,0.06,13313,United Kingdom
489880,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2/12/2009 16:18,4.95,13313,United Kingdom
489880,90014C,SILVER/BLACK ORBIT NECKLACE,1,2/12/2009 16:18,9.95,13313,United Kingdom
489880,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,2,2/12/2009 16:18,8.5,13313,United Kingdom
489880,20682,RED SPOTTY CHILDS UMBRELLA,6,2/12/2009 16:18,3.25,13313,United Kingdom
489880,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2/12/2009 16:18,5.95,13313,United Kingdom
489880,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2/12/2009 16:18,1.65,13313,United Kingdom
489880,20727,LUNCH BAG  BLACK SKULL.,10,2/12/2009 16:18,1.65,13313,United Kingdom
489880,20726,LUNCH BAG WOODLAND,10,2/12/2009 16:18,1.65,13313,United Kingdom
489880,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2/12/2009 16:18,2.95,13313,United Kingdom
489880,84270,ASSTD DESIGN BUBBLE GUM RING,30,2/12/2009 16:18,0.21,13313,United Kingdom
489880,20819,SILVER TEDDY BEAR,24,2/12/2009 16:18,1.25,13313,United Kingdom
489880,16202E,BLACK PHOTO ALBUM ,12,2/12/2009 16:18,1.95,13313,United Kingdom
489880,16201B,PASTEL BLUE PHOTO ALBUM,12,2/12/2009 16:18,1.95,13313,United Kingdom
489880,16201A,PASTEL PINK PHOTO ALBUM,12,2/12/2009 16:18,1.95,13313,United Kingdom
C489881,21102,"CANDLE IN JAR COLLAGE , VANILLA",-31,2/12/2009 16:20,2.55,,Nigeria
C489881,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,-16,2/12/2009 16:20,4.25,,Nigeria
489882,35751C,,12,2/12/2009 16:22,0,,United Kingdom
489883,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2/12/2009 16:24,4.95,12437,France
489883,22138,BAKING SET 9 PIECE RETROSPOT ,6,2/12/2009 16:24,4.95,12437,France
489883,20696,FLORAL SOFT CAR TOY,4,2/12/2009 16:24,3.75,12437,France
489883,85089,CANDY SPOT BUNNY,6,2/12/2009 16:24,2.95,12437,France
489883,21249,WOOD ANIMALS HEIGHT CHART STICKERS ,6,2/12/2009 16:24,2.95,12437,France
489883,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2/12/2009 16:24,1.25,12437,France
489884,35751C,PURPLE CURRENT CANDLE RING,19,2/12/2009 16:24,0.19,13313,United Kingdom
489883,85227,SET/6 3D KIT CARDS FOR KIDS,12,2/12/2009 16:24,0.85,12437,France
489883,21429,RED GINGHAM ROSE JEWELLERY BOX,16,2/12/2009 16:24,1.65,12437,France
489883,20724,RED SPOTTY CHARLOTTE BAG,10,2/12/2009 16:24,0.85,12437,France
489883,21935,SUKI  SHOULDER BAG,10,2/12/2009 16:24,1.65,12437,France
489883,20749,ASSORTED COLOUR MINI CASES,4,2/12/2009 16:24,7.95,12437,France
489883,20750, RED/WHITE DOT MINI CASES,4,2/12/2009 16:24,7.95,12437,France
489883,21432,SET OF 3 CASES WOODLAND DESIGN,8,2/12/2009 16:24,5.95,12437,France
489883,22211,WOOD STAMP SET FLOWERS,12,2/12/2009 16:24,1.65,12437,France
489883,21826,EIGHT PIECE DINOSAUR SET,12,2/12/2009 16:24,1.25,12437,France
489883,84670,JAPANESE CROCHETED ANIMAL,24,2/12/2009 16:24,0.42,12437,France
489883,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,6,2/12/2009 16:24,2.55,12437,France
489883,84671B,CROCHET BEAR WITH BLUE STRIPES,6,2/12/2009 16:24,2.55,12437,France
489883,20977,36 PENCILS TUBE WOODLAND,16,2/12/2009 16:24,1.25,12437,France
489883,20979,36 PENCILS TUBE RED SPOTTY,16,2/12/2009 16:24,1.25,12437,France
489883,20983,12 PENCILS TALL TUBE RED SPOTTY,12,2/12/2009 16:24,0.85,12437,France
489883,20981,12 PENCILS TALL TUBE WOODLAND,12,2/12/2009 16:24,0.85,12437,France
489883,22325,MOBILE VINTAGE HEARTS ,6,2/12/2009 16:24,4.95,12437,France
489883,21754,HOME BUILDING BLOCK WORD,6,2/12/2009 16:24,5.95,12437,France
489883,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,16,2/12/2009 16:24,0.65,12437,France
489883,40046A,RED DAISY PAPER LAMPSHADE,12,2/12/2009 16:24,1.25,12437,France
489883,POST,POSTAGE,3,2/12/2009 16:24,18,12437,France
489888,22121,NOEL WOODEN BLOCK LETTERS ,3,2/12/2009 16:49,5.95,14841,United Kingdom
489888,20975,12 PENCILS SMALL TUBE RED SPOTTY,24,2/12/2009 16:49,0.65,14841,United Kingdom
489888,20979,36 PENCILS TUBE RED SPOTTY,16,2/12/2009 16:49,1.25,14841,United Kingdom
489888,20983,12 PENCILS TALL TUBE RED SPOTTY,12,2/12/2009 16:49,0.85,14841,United Kingdom
489888,21746,SMALL RED SPOT  WINDMILL,12,2/12/2009 16:49,1.25,14841,United Kingdom
489888,21832,CHOCOLATE CALCULATOR,12,2/12/2009 16:49,1.65,14841,United Kingdom
489888,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2/12/2009 16:49,1.69,14841,United Kingdom
